"word","pos","definition_ko","ipa","forms"
"italian","adj","이탈리아의","/ɪˈtæl.jən/","[{""form"": ""more Italian"", ""tags"": [""comparative""]}, {""form"": ""most Italian"", ""tags"": [""superlative""]}]"
"italian","noun","이탈리아인, 이태리인, 이탈리아 사람, 이태리 사람, 이탈리아어","/ɪˈtæl.jən/","[{""form"": ""Italians"", ""tags"": [""plural""]}]"
"musical","adj","음악의, 음악적","/ˈmju.zɪ.kəl/","[{""form"": ""more musical"", ""tags"": [""comparative""]}, {""form"": ""most musical"", ""tags"": [""superlative""]}, {""form"": ""musicall"", ""tags"": [""alternative"", ""obsolete""]}]"
"musical","noun","뮤지컬","/ˈmju.zɪ.kəl/","[{""form"": ""musicals"", ""tags"": [""plural""]}, {""form"": ""musicall"", ""tags"": [""alternative"", ""obsolete""]}]"
"soccer","noun","축구, 풋볼","/ˈsɑk.ɚ/","[{""form"": ""socker"", ""tags"": [""alternative""]}, {""form"": ""socca"", ""tags"": [""alternative""]}]"
"soccer","verb","축구를 하다","/ˈsɑk.ɚ/","[{""form"": ""soccers"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""soccering"", ""tags"": [""participle"", ""present""]}, {""form"": ""soccered"", ""tags"": [""participle"", ""past""]}, {""form"": ""soccered"", ""tags"": [""past""]}, {""form"": ""socker"", ""tags"": [""alternative""]}, {""form"": ""socca"", ""tags"": [""alternative""]}]"
"football","noun","축구, 풋볼, 축구공","/ˈfʊtbɔːl/","[{""form"": ""footballs"", ""tags"": [""plural""]}, {""form"": ""foot-ball"", ""tags"": [""alternative"", ""dated""]}, {""form"": ""foot ball"", ""tags"": [""alternative"", ""dated""]}]"
"yourself","pron","당신 자신","/jəˈsɛlf/","[{""form"": ""you"", ""tags"": [""reflexive-of""]}, {""form"": ""yerself"", ""tags"": [""alternative"", ""nonstandard""]}, {""form"": ""yo'self"", ""tags"": [""alternative"", ""nonstandard""]}, {""form"": ""yoself"", ""tags"": [""alternative"", ""nonstandard""]}, {""form"": ""Yourself"", ""tags"": [""alternative"", ""honorific""]}]"
"yours","pron","당신의 것","/jɔɹz/","[{""form"": ""yours"", ""tags"": [""plural""]}, {""form"": ""your's"", ""tags"": [""alternative""]}]"
"your","det","당신의","/jʊɹ/","[{""form"": ""ur"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""ya"", ""tags"": [""alternative"", ""informal""]}, {""form"": ""yer"", ""tags"": [""alternative"", ""informal""]}, {""form"": ""yr"", ""tags"": [""alternative"", ""informal""]}, {""form"": ""yo"", ""tags"": [""alternative""]}, {""form"": ""yo'"", ""tags"": [""alternative""]}, {""form"": ""yur"", ""tags"": [""alternative"", ""pronunciation-spelling""]}]"
"young","adj","어리다, 젊다, 이르다, 어리석다","/jʌŋ/","[{""form"": ""younger"", ""tags"": [""comparative""]}, {""form"": ""youngest"", ""tags"": [""superlative""]}]"
"young","noun","새끼","/jʌŋ/","[{""form"": ""young"", ""tags"": [""plural""]}, {""form"": ""youngs"", ""tags"": [""plural""]}]"
"young","verb","어리다, 젊다, 이르다, 어리석다","/jʌŋ/","[{""form"": ""youngs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""younging"", ""tags"": [""participle"", ""present""]}, {""form"": ""younged"", ""tags"": [""participle"", ""past""]}, {""form"": ""younged"", ""tags"": [""past""]}]"
"you","pron","너희, 여러분, 당신들, 이놈들, 니네, 니들, 자네들, 동무들, 당신, 너, 네, 자네, 그대, 동무","/jɪ/","[{""form"": ""your"", ""tags"": [""determiner"", ""possessive""]}, {""form"": ""yours"", ""tags"": [""possessive"", ""pronoun"", ""without-noun""]}, {""form"": ""yourself"", ""tags"": [""reflexive"", ""singular""]}, {""form"": ""yourselves"", ""tags"": [""plural"", ""reflexive""]}, {""form"": ""ye"", ""tags"": [""alternative"", ""archaic"", ""dialectal"", ""nominative"", ""plural""]}, {""form"": ""ya"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yah"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yer"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yeh"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""y'"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yo"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yu"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yuh"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yew"", ""tags"": [""alternative"", ""obsolete"", ""pronunciation-spelling""]}, {""form"": ""yoo"", ""tags"": [""alternative"", ""pronunciation-spelling""]}, {""form"": ""yow"", ""tags"": [""alternative"", ""West-Midlands""]}, {""form"": ""u"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""yuo"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""youe"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""yowe"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""-cha"", ""tags"": [""alternative"", ""informal""]}, {""form"": ""-ja"", ""tags"": [""alternative"", ""informal""]}]"
"you","det","너","/jɪ/","[{""form"": ""ye"", ""tags"": [""alternative"", ""archaic"", ""dialectal"", ""nominative"", ""plural""]}, {""form"": ""ya"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yah"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yer"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yeh"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""y'"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yo"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yu"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yuh"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yew"", ""tags"": [""alternative"", ""obsolete"", ""pronunciation-spelling""]}, {""form"": ""yoo"", ""tags"": [""alternative"", ""pronunciation-spelling""]}, {""form"": ""yow"", ""tags"": [""alternative"", ""West-Midlands""]}, {""form"": ""u"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""yuo"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""youe"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""yow"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""yowe"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""-cha"", ""tags"": [""alternative"", ""informal""]}, {""form"": ""-ja"", ""tags"": [""alternative"", ""informal""]}]"
"you","verb","너라고 부르다, 상대하다","/jɪ/","[{""form"": ""yous"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""youing"", ""tags"": [""participle"", ""present""]}, {""form"": ""youed"", ""tags"": [""participle"", ""past""]}, {""form"": ""youed"", ""tags"": [""past""]}, {""form"": ""ye"", ""tags"": [""alternative"", ""archaic"", ""dialectal"", ""nominative"", ""plural""]}, {""form"": ""ya"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yah"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yer"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yeh"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""y'"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yo"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yu"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yuh"", ""tags"": [""alternative"", ""informal"", ""pronunciation-spelling""]}, {""form"": ""yew"", ""tags"": [""alternative"", ""obsolete"", ""pronunciation-spelling""]}, {""form"": ""yoo"", ""tags"": [""alternative"", ""pronunciation-spelling""]}, {""form"": ""yow"", ""tags"": [""alternative"", ""West-Midlands""]}, {""form"": ""u"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""yuo"", ""tags"": [""alternative"", ""Internet"", ""informal""]}, {""form"": ""youe"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""yow"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""yowe"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""-cha"", ""tags"": [""alternative"", ""informal""]}, {""form"": ""-ja"", ""tags"": [""alternative"", ""informal""]}]"
"you","noun","너희, 여러분, 당신들, 이놈들, 니네, 니들, 자네들, 동무들, 당신, 너, 네, 자네, 그대, 동무","","[{""form"": ""yous"", ""tags"": [""plural""]}, {""form"": ""u"", ""tags"": [""alternative""]}]"
"yet","adv","아직, 여전히, 그러나","/jɛt/","[{""form"": ""yit"", ""tags"": [""alternative"", ""Ireland"", ""US"", ""colloquial""]}, {""form"": ""yitt"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""ytt"", ""tags"": [""alternative"", ""obsolete""]}]"
"yet","conj","그래도, 그런데","/jɛt/","[{""form"": ""yeat"", ""tags"": [""alternative""]}]"
"yet","noun","아직, 이윽고, 더","/jɛt/","[{""form"": ""yets"", ""tags"": [""plural""]}, {""form"": ""yit"", ""tags"": [""alternative""]}, {""form"": ""yete"", ""tags"": [""alternative"", ""obsolete""]}]"
"yet","verb","아직 끝나지 않다","/jɛt/","[{""form"": ""yets"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""yetting"", ""tags"": [""participle"", ""present""]}, {""form"": ""yot"", ""tags"": [""past""]}, {""form"": ""yotten"", ""tags"": [""participle"", ""past""]}]"
"wrong","adj","그른, 틀리다","/ˈɹɒŋ/","[{""form"": ""more wrong"", ""tags"": [""comparative""]}, {""form"": ""most wrong"", ""tags"": [""superlative""]}]"
"wrong","adv","그르게, 틀리게, 잘못","/ˈɹɒŋ/","[{""form"": ""more wrong"", ""tags"": [""comparative""]}, {""form"": ""most wrong"", ""tags"": [""superlative""]}]"
"wrong","noun","그른, 틀리다","/ˈɹɒŋ/","[{""form"": ""wrongs"", ""tags"": [""plural""]}]"
"wrong","verb","그른, 틀리다","/ˈɹɒŋ/","[{""form"": ""wrongs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""wronging"", ""tags"": [""participle"", ""present""]}, {""form"": ""wronged"", ""tags"": [""participle"", ""past""]}, {""form"": ""wronged"", ""tags"": [""past""]}]"
"written","adj","쓰여진, 기록된, 문서로 된","/ˈɹɪ.tn̩/","[]"
"written","verb","쓰여졌다","/ˈɹɪ.tn̩/","[]"
"writer","noun","저자, 작가, 필자, 글쓴이, 작자","/ˈɹaɪ.tə(ɹ)/","[{""form"": ""writers"", ""tags"": [""plural""]}]"
"write","verb","쓰다, 적다","/ɹəɪt/","[{""form"": ""writes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""writing"", ""tags"": [""participle"", ""present""]}, {""form"": ""wrote"", ""tags"": [""past""]}, {""form"": ""writ"", ""tags"": [""archaic"", ""past""]}, {""form"": ""written"", ""tags"": [""participle"", ""past""]}, {""form"": ""writ"", ""tags"": [""archaic"", ""participle"", ""past""]}, {""form"": ""ywriten"", ""tags"": [""obsolete"", ""participle"", ""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""write"", ""tags"": [""infinitive""]}, {""form"": ""write"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""wrote"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""write"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""writest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""wrote"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""wrotest"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""writes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""writeth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""wrote"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""write"", ""tags"": [""plural"", ""present""]}, {""form"": ""wrote"", ""tags"": [""past"", ""plural""]}, {""form"": ""write"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""wrote"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""write"", ""tags"": [""imperative"", ""present""]}, {""form"": ""writing"", ""tags"": [""participle"", ""present""]}, {""form"": ""written"", ""tags"": [""participle"", ""past""]}]"
"write","noun","쓰다, 적다","/ɹəɪt/","[{""form"": ""writes"", ""tags"": [""plural""]}]"
"wound","noun","상처","/wuːnd/","[{""form"": ""wounds"", ""tags"": [""plural""]}]"
"wound","verb","상처를 입히다, 해치다","/wuːnd/","[{""form"": ""wounds"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""wounding"", ""tags"": [""participle"", ""present""]}, {""form"": ""wounded"", ""tags"": [""participle"", ""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""wound"", ""tags"": [""infinitive""]}, {""form"": ""woundest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""woundedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""woundeth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}]"
"would","verb","~할 것이다","/wəd/","[{""form"": ""wou'd"", ""tags"": [""alternative"", ""obsolete""]}]"
"would","noun","의지","/wəd/","[{""form"": ""woulds"", ""tags"": [""plural""]}, {""form"": ""wou'd"", ""tags"": [""alternative"", ""obsolete""]}]"
"worst","adj","가장 나쁜, 최악의","/wɜːst/","[]"
"worst","adv","가장 나쁘게, 최악으로","/wɜːst/","[]"
"worst","noun","워스트","/wɜːst/","[{""form"": ""worsts"", ""tags"": [""plural""]}]"
"throne","noun","왕좌, 옥좌, 왕위","[θɹoʊn]","[{""form"": ""thrones"", ""tags"": [""plural""]}]"
"woman","noun","여성, 계집, 여자, 녀성, 녀자, 여인, 녀인","/ˈwʊm.ən/","[{""form"": ""women"", ""tags"": [""plural""]}, {""form"": ""womxn"", ""tags"": [""alternative""]}, {""form"": ""womyn"", ""tags"": [""alternative""]}, {""form"": ""wymyn"", ""tags"": [""alternative""]}, {""form"": ""womin"", ""tags"": [""alternative""]}, {""form"": ""wommon"", ""tags"": [""alternative""]}, {""form"": ""womon"", ""tags"": [""alternative""]}, {""form"": ""wimin"", ""tags"": [""alternative""]}, {""form"": ""wimmin"", ""tags"": [""alternative""]}, {""form"": ""wimmen"", ""tags"": [""alternative""]}, {""form"": ""wymmyn"", ""tags"": [""alternative""]}, {""form"": ""weoman"", ""tags"": [""alternative""]}, {""form"": ""whoman"", ""tags"": [""alternative""]}, {""form"": ""wimen"", ""tags"": [""alternative""]}, {""form"": ""womans"", ""tags"": [""alternative""]}, {""form"": ""womens"", ""tags"": [""alternative""]}]"
"woman","verb","여자답게 행동하다, 여자 역할을 하다","/ˈwʊm.ən/","[{""form"": ""womans"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""womaning"", ""tags"": [""participle"", ""present""]}, {""form"": ""womanning"", ""tags"": [""participle"", ""present""]}, {""form"": ""womaned"", ""tags"": [""participle"", ""past""]}, {""form"": ""womaned"", ""tags"": [""past""]}, {""form"": ""womanned"", ""tags"": [""participle"", ""past""]}, {""form"": ""womanned"", ""tags"": [""past""]}]"
"laugh","noun","웃음, 웃음소리","/lɐːf/","[{""form"": ""laughs"", ""tags"": [""plural""]}, {""form"": ""laff"", ""tags"": [""alternative""]}, {""form"": ""laughe"", ""tags"": [""alternative""]}, {""form"": ""larf"", ""tags"": [""alternative""]}]"
"laugh","verb","웃다","/lɐːf/","[{""form"": ""laughs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""laughing"", ""tags"": [""participle"", ""present""]}, {""form"": ""laughed"", ""tags"": [""participle"", ""past""]}, {""form"": ""laughed"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""laugh"", ""tags"": [""infinitive""]}, {""form"": ""laugh"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""laughed"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""laugh"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""laughest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""laughed"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""laughedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""laughs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""laugheth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""laughed"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""laugh"", ""tags"": [""plural"", ""present""]}, {""form"": ""laughed"", ""tags"": [""past"", ""plural""]}, {""form"": ""laugh"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""laughed"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""laugh"", ""tags"": [""imperative"", ""present""]}, {""form"": ""laughing"", ""tags"": [""participle"", ""present""]}, {""form"": ""laughed"", ""tags"": [""participle"", ""past""]}, {""form"": ""laff"", ""tags"": [""alternative""]}, {""form"": ""laughe"", ""tags"": [""alternative""]}, {""form"": ""larf"", ""tags"": [""alternative""]}]"
"king","noun","임금, 왕, 국왕, 킹","/ˈkɪŋ/","[{""form"": ""kings"", ""tags"": [""plural""]}, {""form"": ""kyng"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""kynge"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""kinge"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""Kings"", ""tags"": [""plural""]}]"
